Date,Open,High,Low,Close,Adj Close,Volume
2018-03-16,178.649994,179.119995,177.619995,178.020004,178.020004,39404700
2018-03-19,177.320007,177.470001,173.660004,175.300003,175.300003,33446800
2018-03-20,175.240005,176.800003,174.940002,175.240005,175.240005,19649400
2018-03-21,175.039993,175.089996,171.259995,171.270004,171.270004,37054900
2018-03-22,170.000000,172.679993,168.600006,168.850006,168.850006,41490800
